"","Timepoint","load","dateTime","Day","load_mod_D0_M0_energyPeak","load_mod_D0.25_M0.25_energyPeak","load_mod_D0.5_M0_energyPeak","load_mod_D0_M0_energyOnly","load_mod_D0.25_M0.25_energyOnly","load_mod_D0.5_M0_energyOnly"
"2477",2477,266216,2030-04-14 04:55:00,104,265527,260673,269082,266634,248110,223703
"2478",2478,267532,2030-04-14 05:55:00,104,267784,264485,271800,268872,253285,229014
"2479",2479,269682,2030-04-14 06:55:00,104,270737,270033,275166,271786,261113,237682
"2480",2480,272435,2030-04-14 07:55:00,104,274105,274478,277211,275081,268799,245533
"2481",2481,274486,2030-04-14 08:55:00,104,276395,276944,277107,277285,274200,252631
"2482",2482,277482,2030-04-14 09:55:00,104,278236,279915,276420,279033,281280,262266
"2483",2483,279166,2030-04-14 10:55:00,104,278543,283685,275370,279320,289135,269537
"2484",2484,280063,2030-04-14 11:55:00,104,278070,284788,275393,278876,291326,270070
"2485",2485,279720,2030-04-14 12:55:00,104,277042,284840,275216,277900,291468,271384
"2486",2486,278411,2030-04-14 13:55:00,104,275498,281016,276427,276425,283758,262262
"2487",2487,275954,2030-04-14 14:55:00,104,273663,281487,276132,274651,284694,264729
"2488",2488,273040,2030-04-14 15:55:00,104,272101,280673,276375,273128,283003,263003
"2489",2489,271781,2030-04-14 16:55:00,104,272128,279441,276233,273154,280042,263855
"2490",2490,274104,2030-04-14 17:55:00,104,275194,276427,275780,276133,272917,265721
"2491",2491,276775,2030-04-14 18:55:00,104,277928,276673,275475,278741,273419,268409
"2492",2492,280712,2030-04-14 19:55:00,104,280569,280166,275158,281201,281864,279533
"2493",2493,284776,2030-04-14 20:55:00,104,283594,279734,275240,283914,280760,276110
"2494",2494,286120,2030-04-14 21:55:00,104,284895,278076,275414,285047,276921,268921
"2495",2495,282876,2030-04-14 22:55:00,104,281348,277236,276327,281909,274933,263327
"2496",2496,279272,2030-04-14 23:55:00,104,277519,274923,277144,278356,269766,253753
"2497",2497,275706,2030-04-15 00:55:00,105,273861,272393,276914,274843,265082,243780
"2498",2498,272537,2030-04-15 01:55:00,105,270336,268401,274572,271392,258790,236017
"2499",2499,270229,2030-04-15 02:55:00,105,267599,265387,272947,268689,254541,231857
"2500",2500,270134,2030-04-15 03:55:00,105,267527,264748,271766,268617,253664,229054
"2501",2501,270156,2030-04-15 04:55:00,105,269020,265471,272441,270095,254657,230422
"2502",2502,270727,2030-04-15 05:55:00,105,271123,270778,275296,272166,262402,238249
"2503",2503,271582,2030-04-15 06:55:00,105,273407,274394,277361,274401,268619,247122
"2504",2504,273065,2030-04-15 07:55:00,105,275964,276734,276997,276871,273523,254981
"2505",2505,275121,2030-04-15 08:55:00,105,278249,279084,276469,279045,279244,262231
"2506",2506,278061,2030-04-15 09:55:00,105,279975,282308,275490,280653,286597,268359
"2507",2507,280657,2030-04-15 10:55:00,105,281146,288246,275277,281731,297722,284661
"2508",2508,282680,2030-04-15 11:55:00,105,281860,289410,275636,282375,299844,288211
"2509",2509,284910,2030-04-15 12:55:00,105,282780,288836,275267,283197,298875,286274
"2510",2510,285361,2030-04-15 13:55:00,105,282689,285910,275214,283114,293557,278686
"2511",2511,284545,2030-04-15 14:55:00,105,282012,287251,275157,282508,296069,283792
"2512",2512,281941,2030-04-15 15:55:00,105,280569,287331,275164,281201,296233,284019
"2513",2513,281553,2030-04-15 16:55:00,105,281159,286278,275163,281743,294340,283703
"2514",2514,284553,2030-04-15 17:55:00,105,284445,281568,275169,284662,284827,283779
"2515",2515,287536,2030-04-15 18:55:00,105,286992,279891,275163,286847,281220,283949
"2516",2516,292080,2030-04-15 19:55:00,105,289920,284062,275752,289301,289844,289704
"2517",2517,296769,2030-04-15 20:55:00,105,293892,283893,275482,292424,289566,286821
"2518",2518,297523,2030-04-15 21:55:00,105,295534,281292,275150,293655,284305,280561
"2519",2519,294085,2030-04-15 22:55:00,105,291832,280087,275261,290826,281720,275248
"2520",2520,289880,2030-04-15 23:55:00,105,287533,278185,275740,287303,277100,266150
"2521",2521,284489,2030-04-16 00:55:00,106,282705,276392,276937,283128,272864,256055
"2522",2522,279880,2030-04-16 01:55:00,106,278125,272797,277331,278926,265800,247959
"2523",2523,277202,2030-04-16 02:55:00,106,274705,270109,276522,275660,261249,242511
"2524",2524,276412,2030-04-16 03:55:00,106,273530,269062,275490,274520,259722,238881
"2525",2525,275333,2030-04-16 04:55:00,106,273690,268575,275425,274677,259015,238666
"2526",2526,274544,2030-04-16 05:55:00,106,274270,272275,277282,275240,264822,245906
"2527",2527,274197,2030-04-16 06:55:00,106,275493,276568,276723,276420,273213,257774
"2528",2528,275122,2030-04-16 07:55:00,106,277509,276043,277066,278346,272189,252239
"2529",2529,276284,2030-04-16 08:55:00,106,278917,277629,276886,279672,275707,256130
"2530",2530,279590,2030-04-16 09:55:00,106,280414,280641,275779,281057,282878,266129
"2531",2531,283316,2030-04-16 10:55:00,106,282287,285685,275163,282757,293062,279976
"2532",2532,286484,2030-04-16 11:55:00,106,283683,287265,275056,283995,296104,283068
"2533",2533,288613,2030-04-16 12:55:00,106,284340,287846,275294,284570,297100,284613
"2534",2534,289856,2030-04-16 13:55:00,106,284629,285172,275184,284824,292114,278745
"2535",2535,289597,2030-04-16 14:55:00,106,284405,285843,275033,284627,293435,281497
"2536",2536,287611,2030-04-16 15:55:00,106,283577,285940,275004,283900,293653,281763
"2537",2537,286331,2030-04-16 16:55:00,106,284032,284432,275120,284304,290640,282845
"2538",2538,289099,2030-04-16 17:55:00,106,287816,281867,275295,287543,285500,285052
"2539",2539,292011,2030-04-16 18:55:00,106,291322,280739,275263,290425,283124,284480
"2540",2540,295696,2030-04-16 19:55:00,106,294510,284610,275899,292876,291011,290401
"2541",2541,300398,2030-04-16 20:55:00,106,298284,284153,275244,295778,290031,285522
"2542",2542,303524,2030-04-16 21:55:00,106,300430,281842,275203,297443,285422,278850
"2543",2543,300208,2030-04-16 22:55:00,106,296416,279869,275197,294313,281184,273176
"2544",2544,295818,2030-04-16 23:55:00,106,291332,278766,275927,290432,278365,265367
"2545",2545,290785,2030-04-17 00:55:00,107,286572,276958,276718,286486,274227,258028
"2546",2546,285692,2030-04-17 01:55:00,107,281876,273994,277193,282389,267988,249649
"2547",2547,281830,2030-04-17 02:55:00,107,278212,271713,276941,279009,263874,243976
"2548",2548,281330,2030-04-17 03:55:00,107,277222,270247,275955,278073,261510,240238
"2549",2549,281408,2030-04-17 04:55:00,107,277784,270131,275812,278605,261288,239750
"2550",2550,282470,2030-04-17 05:55:00,107,279067,272708,276805,279810,265630,243538
"2551",2551,283604,2030-04-17 06:55:00,107,280724,276841,276986,281344,273874,254996
"2552",2552,284564,2030-04-17 07:55:00,107,282509,276962,276968,282954,274287,254837
"2553",2553,284479,2030-04-17 08:55:00,107,282925,277414,276801,283327,275293,256490
"2554",2554,283630,2030-04-17 09:55:00,107,281339,279734,275762,281902,280772,266300
"2555",2555,282353,2030-04-17 10:55:00,107,279479,282489,275225,280192,286967,275423
"2556",2556,281771,2030-04-17 11:55:00,107,278742,283755,275253,279508,289280,275374
"2557",2557,281031,2030-04-17 12:55:00,107,277933,284399,274987,278746,290557,281114
"2558",2558,280600,2030-04-17 13:55:00,107,277309,282273,275211,278156,286489,275747
"2559",2559,279988,2030-04-17 14:55:00,107,276911,283477,275125,277776,288728,282264
"2560",2560,279139,2030-04-17 15:55:00,107,276040,282386,275152,276945,286783,280549
"2561",2561,277077,2030-04-17 16:55:00,107,274825,280694,275006,275776,283033,281055
"2562",2562,278423,2030-04-17 17:55:00,107,276513,278014,275130,277396,276760,279894
"2563",2563,281114,2030-04-17 18:55:00,107,278889,278025,275053,279646,276779,282067
"2564",2564,285825,2030-04-17 19:55:00,107,282064,281855,275664,282555,285460,288804
"2565",2565,290586,2030-04-17 20:55:00,107,286131,281492,275325,286102,284691,285211
"2566",2566,293797,2030-04-17 21:55:00,107,288547,279460,275204,288163,280118,277145
"2567",2567,292087,2030-04-17 22:55:00,107,285165,277704,275100,285277,275898,272390
"2568",2568,287980,2030-04-17 23:55:00,107,279883,276011,276086,280565,272130,264919
"2569",2569,282393,2030-04-18 00:55:00,108,274432,273585,277062,275396,267222,254118
"2570",2570,276868,2030-04-18 01:55:00,108,269040,269015,277111,270114,259624,244811
"2571",2571,272169,2030-04-18 02:55:00,108,264568,264887,274580,265682,253871,236013
"2572",2572,268187,2030-04-18 03:55:00,108,261945,262242,273335,263071,250223,232737
"2573",2573,264431,2030-04-18 04:55:00,108,260636,262818,272653,261767,251005,230911
"2574",2574,262673,2030-04-18 05:55:00,108,260672,261902,269448,261803,249747,224557
"2575",2575,262002,2030-04-18 06:55:00,108,261647,264425,271798,262774,253195,229025
"2576",2576,263096,2030-04-18 07:55:00,108,263710,269050,274929,264829,259697,236970
"2577",2577,265474,2030-04-18 08:55:00,108,266426,272955,277267,267527,266059,246284
"2578",2578,269088,2030-04-18 09:55:00,108,269350,276830,276805,270420,273847,257206
"2579",2579,271938,2030-04-18 10:55:00,108,271101,279539,275614,272145,280285,268004
"2580",2580,273678,2030-04-18 11:55:00,108,271821,281154,275107,272853,284024,271879
"2581",2581,274178,2030-04-18 12:55:00,108,271980,280875,275323,273009,283471,271077
"2582",2582,274037,2030-04-18 13:55:00,108,271648,278975,276398,272684,278954,262991
"2583",2583,272559,2030-04-18 14:55:00,108,270546,279082,276098,271598,279234,264838
"2584",2584,270535,2030-04-18 15:55:00,108,268904,278413,276143,269981,277594,264197
"2585",2585,271193,2030-04-18 16:55:00,108,269018,277710,276306,270093,275931,263288
"2586",2586,275333,2030-04-18 17:55:00,108,271929,275739,275733,272959,271474,266524
"2587",2587,279513,2030-04-18 18:55:00,108,274768,275971,275260,275722,272064,271301
"2588",2588,283004,2030-04-18 19:55:00,108,276980,280045,275059,277841,281554,280955
"2589",2589,286750,2030-04-18 20:55:00,108,279888,279526,275197,280570,280235,277205
"2590",2590,287901,2030-04-18 21:55:00,108,280672,276471,275620,281297,272975,268094
"2591",2591,283615,2030-04-18 22:55:00,108,276207,274437,276542,277104,268712,261009
"2592",2592,278309,2030-04-18 23:55:00,108,271224,271742,277026,272266,263932,251043
"2593",2593,272981,2030-04-19 00:55:00,109,266644,268146,276100,267743,258408,241110
"2594",2594,268463,2030-04-19 01:55:00,109,262436,264025,273586,263561,252615,233275
"2595",2595,265045,2030-04-19 02:55:00,109,259173,260469,270495,260309,247853,226745
"2596",2596,263849,2030-04-19 03:55:00,109,258437,259760,269780,259575,246942,225330
"2597",2597,263566,2030-04-19 04:55:00,109,259250,260247,269300,260385,247574,224267
"2598",2598,263752,2030-04-19 05:55:00,109,260522,264239,271881,261653,252918,229303
"2599",2599,264600,2030-04-19 06:55:00,109,262617,269058,275970,263741,259710,240325
"2600",2600,266543,2030-04-19 07:55:00,109,265440,271681,276424,266549,263816,242106
"2601",2601,268764,2030-04-19 08:55:00,109,267889,273194,276809,268976,266502,243529
"2602",2602,271567,2030-04-19 09:55:00,109,269914,275373,277317,270976,270749,248722
"2603",2603,275337,2030-04-19 10:55:00,109,271980,280218,276732,273009,281974,259506
"2604",2604,275465,2030-04-19 11:55:00,109,271808,282001,275602,272841,285809,267471
"2605",2605,276516,2030-04-19 12:55:00,109,272271,282993,275207,273294,287870,271387
"2606",2606,276542,2030-04-19 13:55:00,109,272284,278201,276720,273306,277136,258481
"2607",2607,275563,2030-04-19 14:55:00,109,271699,279198,276428,272734,279524,262345
"2608",2608,273576,2030-04-19 15:55:00,109,270620,278974,276455,271672,278958,262569
"2609",2609,275514,2030-04-19 16:55:00,109,272328,277767,276221,273349,276075,263868
"2610",2610,279605,2030-04-19 17:55:00,109,275922,274674,275657,276831,269241,266909
"2611",2611,283669,2030-04-19 18:55:00,109,279427,275162,275337,280145,270269,271039
"2612",2612,288287,2030-04-19 19:55:00,109,282783,280049,275026,283199,281550,281748
"2613",2613,292982,2030-04-19 20:55:00,109,286521,278164,275220,286444,277058,277123
"2614",2614,295132,2030-04-19 21:55:00,109,287820,276998,275436,287546,274361,269248
"2615",2615,291170,2030-04-19 22:55:00,109,283244,275734,276330,283610,271529,263591
"2616",2616,285472,2030-04-19 23:55:00,109,277910,272438,276965,278724,265158,254901
"2617",2617,278410,2030-04-20 00:55:00,110,272471,268435,276789,273489,258846,243396
"2618",2618,272428,2030-04-20 01:55:00,110,267536,263053,273947,268627,251349,234383
"2619",2619,267644,2030-04-20 02:55:00,110,263786,259637,272245,264905,246772,229965
"2620",2620,265888,2030-04-20 03:55:00,110,262619,257560,270074,263744,244059,225905
"2621",2621,264905,2030-04-20 04:55:00,110,262610,257129,269683,263734,243498,225019
"2622",2622,264500,2030-04-20 05:55:00,110,263006,260006,270745,264128,247243,227103
"2623",2623,264635,2030-04-20 06:55:00,110,263676,261965,271593,264796,249850,228695
"2624",2624,264781,2030-04-20 07:55:00,110,264343,265915,275915,265458,255287,240094
"2625",2625,263975,2030-04-20 08:55:00,110,264068,267853,276596,265185,258018,242766
"2626",2626,264080,2030-04-20 09:55:00,110,263743,271446,277324,264862,263452,246545
"2627",2627,264450,2030-04-20 10:55:00,110,263459,275099,276918,264580,270080,255417
"2628",2628,264227,2030-04-20 11:55:00,110,262817,276243,276842,263941,272575,257278
"2629",2629,263964,2030-04-20 12:55:00,110,262409,275902,276853,263534,271880,256404
"2630",2630,263631,2030-04-20 13:55:00,110,261771,274020,277300,262898,268019,249001
"2631",2631,261405,2030-04-20 14:55:00,110,260346,273585,277263,261478,267194,249297
"2632",2632,258144,2030-04-20 15:55:00,110,258009,273591,277353,259147,267216,247167
"2633",2633,256673,2030-04-20 16:55:00,110,256569,271720,277319,257710,263901,246826
"2634",2634,259780,2030-04-20 17:55:00,110,258873,267177,277350,260010,257043,248269
"2635",2635,263589,2030-04-20 18:55:00,110,261404,265832,277153,262532,255183,252549
"2636",2636,268795,2030-04-20 19:55:00,110,264314,274772,275734,265430,269408,266197
"2637",2637,274795,2030-04-20 20:55:00,110,267932,274758,275798,269019,269413,265770
"2638",2638,278726,2030-04-20 21:55:00,110,270512,273557,276472,271565,267113,262180
"2639",2639,276073,2030-04-20 22:55:00,110,267800,272659,276706,268888,265542,259542
"2640",2640,272914,2030-04-20 23:55:00,110,264623,270246,277045,265736,261513,251803
"2641",2641,268731,2030-04-21 00:55:00,111,261177,265694,275985,262306,254977,240698
"2642",2642,265626,2030-04-21 01:55:00,111,258330,261172,273618,259468,248778,233409
"2643",2643,263735,2030-04-21 02:55:00,111,256462,257993,271473,257604,244638,228494
"2644",2644,264575,2030-04-21 03:55:00,111,257197,257339,270256,258337,243757,226304
"2645",2645,264726,2030-04-21 04:55:00,111,258566,257170,269787,259703,243546,225310
"2646",2646,265197,2030-04-21 05:55:00,111,260417,261875,272669,261549,249715,231054
"2647",2647,265808,2030-04-21 06:55:00,111,262481,268194,277062,263606,258467,244533
"2648",2648,267321,2030-04-21 07:55:00,111,265380,270128,277282,266489,261281,245975
"2649",2649,268147,2030-04-21 08:55:00,111,267551,272100,277182,268641,264558,250195
"2650",2650,270274,2030-04-21 09:55:00,111,269793,277389,276414,270857,275235,262287
"2651",2651,273171,2030-04-21 10:55:00,111,271975,282140,275210,273005,286130,274135
"2652",2652,275821,2030-04-21 11:55:00,111,273768,283928,275121,274753,289650,279788
"2653",2653,278228,2030-04-21 12:55:00,111,275281,284430,275079,276216,290646,280897
"2654",2654,280650,2030-04-21 13:55:00,111,276623,281645,275102,277501,284992,272065
"2655",2655,282570,2030-04-21 14:55:00,111,277833,283890,275195,278650,289558,279264
"2656",2656,282827,2030-04-21 15:55:00,111,278331,285347,275154,279123,292449,279542
"2657",2657,284767,2030-04-21 16:55:00,111,280168,285912,275128,280831,293567,282240
"2658",2658,289204,2030-04-21 17:55:00,111,284283,280753,275070,284522,283191,282116
"2659",2659,292534,2030-04-21 18:55:00,111,287643,279238,275172,287401,279629,280369
"2660",2660,295029,2030-04-21 19:55:00,111,290110,282310,275661,289446,286563,288309
"2661",2661,297985,2030-04-21 20:55:00,111,293232,282336,275563,291909,286647,287234
"2662",2662,298471,2030-04-21 21:55:00,111,294140,281053,275084,292610,283834,280835
"2663",2663,294277,2030-04-21 22:55:00,111,289957,279044,275213,289332,279147,277142
"2664",2664,289171,2030-04-21 23:55:00,111,284915,277905,275440,285064,276451,269390
"2665",2665,284742,2030-04-22 00:55:00,112,280503,276824,276323,281140,273820,263446
"2666",2666,280907,2030-04-22 01:55:00,112,276333,270640,277138,277225,262113,252517
"2667",2667,278803,2030-04-22 02:55:00,112,273378,271187,277345,274373,263062,247485
"2668",2668,278542,2030-04-22 03:55:00,112,272613,267925,276824,273627,258106,243507
"2669",2669,278535,2030-04-22 04:55:00,112,273398,265532,276420,274392,254762,242087
"2670",2670,278356,2030-04-22 05:55:00,112,274143,268715,277321,275119,259219,246978
"2671",2671,278115,2030-04-22 06:55:00,112,275209,274583,277054,276147,269053,254367
"2672",2672,278929,2030-04-22 07:55:00,112,277661,273921,277034,278489,267808,251681
"2673",2673,279513,2030-04-22 08:55:00,112,279133,274497,277096,279871,268886,252876
"2674",2674,280875,2030-04-22 09:55:00,112,280278,278789,276300,280933,278413,263636
"2675",2675,283069,2030-04-22 10:55:00,112,281731,281771,275155,282256,285264,272975
"2676",2676,285706,2030-04-22 11:55:00,112,283374,283586,275237,283722,288926,275888
"2677",2677,287540,2030-04-22 12:55:00,112,284232,284565,275111,284479,290911,279830
"2678",2678,289444,2030-04-22 13:55:00,112,285143,283219,275232,285261,288233,276155
"2679",2679,289560,2030-04-22 14:55:00,112,285197,284861,275215,285304,291526,279111
"2680",2680,288248,2030-04-22 15:55:00,112,284352,284460,275223,284581,290728,277031
"2681",2681,289059,2030-04-22 16:55:00,112,285121,283873,275223,285244,289524,280213
"2682",2682,293598,2030-04-22 17:55:00,112,289059,280637,275137,288596,282929,279876
"2683",2683,296533,2030-04-22 18:55:00,112,291740,279781,275188,290743,280882,280279
"2684",2684,300788,2030-04-22 19:55:00,112,294725,287698,278462,293040,296848,299580
"2685",2685,304751,2030-04-22 20:55:00,112,298655,286176,276503,296054,294070,292828
"2686",2686,305196,2030-04-22 21:55:00,112,299766,282519,275178,296911,287007,284076
"2687",2687,300243,2030-04-22 22:55:00,112,294546,282111,275022,292904,286068,281989
